date,iso_code,new_cases_smoothed,new_deaths_smoothed,population,num_vacunes
2021/03/19,SVK,1753.857,78.286,5459643,130283
2021/03/19,SVN,782.571,5,2078932,54074
2021/03/19,SWE,4535,16.571,10099270,195841
2021/03/20,AUT,2910.714,28,9006400,242726
2021/03/20,BEL,3231.429,32.714,11589616,311867
2021/03/20,BGR,3514.571,104.571,6948445,67637
2021/03/20,CYP,372.143,0.571,875899,16301
2021/03/20,CZE,9614,206.714,10708982,226460
2021/03/20,DEU,14195.571,191,83783945,2093916
2021/03/20,DNK,704.429,1.286,5792203,106732
2021/03/20,ESP,4089.714,93.143,46754783,1218596
2021/03/20,EST,1450.857,10,1326539,17468
2021/03/20,FIN,731,2.714,5540718,109061
2021/03/20,FRA,29569,274.143,67564251,1832138
2021/03/20,GRC,2298.571,54.714,10423056,168293
2021/03/20,HRV,903,11.857,4105268,59128
2021/03/20,HUN,7620.571,182.571,9660350,535652
2021/03/20,IRL,496.143,7.286,4937796,128521
2021/03/20,ISL,3.571,0,341250,13148
2021/03/20,ITA,22070.429,394.429,60461828,1538359
2021/03/20,LIE,3.571,0.143,38137,1124
2021/03/20,LTU,528,10.714,2722291,74686
2021/03/20,LUX,207.429,4.714,625976,12304
2021/03/20,LVA,523.571,9.143,1886202,23956
2021/03/20,MLT,233.857,2.714,441539,23452
2021/03/20,NLD,6360.571,31.286,17134873,298278
2021/03/20,NOR,937.429,1.286,5421242,116067
2021/03/20,POL,21048.571,298.714,37846605,867046
2021/03/20,PRT,480.571,13.286,10196707,276064
2021/03/20,ROU,5360.286,99,19237682,392243
2021/03/20,SVK,1672.714,76.857,5459643,130283
2021/03/20,SVN,807.857,5.429,2078932,54074
2021/03/20,SWE,4535,16.571,10099270,195841
2021/03/21,AUT,2940.714,28.714,9006400,242726
2021/03/21,BEL,4103.286,38,11589616,311867
2021/03/21,BGR,3552.286,104.857,6948445,67637
2021/03/21,CYP,366.714,0.429,875899,16301
2021/03/21,CZE,10067,205.857,10708982,226460
2021/03/21,DEU,13022.714,184.714,83783945,2093916
2021/03/21,DNK,720.857,1.286,5792203,106732
2021/03/21,ESP,4089.714,93.143,46754783,1218596
2021/03/21,EST,1513.429,9.714,1326539,17468
2021/03/21,FIN,682,2.714,5540718,109061
2021/03/21,FRA,30174.714,264.286,67564251,1832138
2021/03/21,GRC,2282.571,53,10423056,168293
2021/03/21,HRV,942,13.714,4105268,59128
2021/03/21,HUN,7872.286,187.143,9660350,535652
2021/03/21,IRL,551.143,7.571,4937796,128521
2021/03/21,ISL,3.571,0,341250,13148
2021/03/21,ITA,21890.571,399.571,60461828,1538359
2021/03/21,LIE,2.286,0.143,38137,1124
2021/03/21,LTU,518,11.429,2722291,74686
2021/03/21,LUX,207.429,4.714,625976,12304
2021/03/21,LVA,518.286,8.429,1886202,23956
2021/03/21,MLT,227.571,3,441539,23452
2021/03/21,NLD,6519.286,30.143,17134873,298278
2021/03/21,NOR,928.429,1.286,5421242,116067
2021/03/21,POL,21702.571,303.143,37846605,867046
2021/03/21,PRT,467.571,12,10196707,276064
2021/03/21,ROU,5343.714,103.571,19237682,392243
2021/03/21,SVK,1623.714,73.714,5459643,130283
2021/03/21,SVN,807.429,5.429,2078932,54074
2021/03/21,SWE,4535,16.571,10099270,195841
2021/03/22,AUT,3014.429,28.143,9006400,219941
2021/03/22,BEL,4196.714,26.143,11589616,343164
2021/03/22,BGR,3528,102.286,6948445,67029
2021/03/22,CYP,394.143,0.714,875899,16384
2021/03/22,CZE,9273.286,204.429,10708982,237614
2021/03/22,DEU,13268.143,186.857,83783945,1959246
2021/03/22,DNK,815.143,1.286,5792203,126499
2021/03/22,ESP,4820.143,159.857,46754783,1286048
2021/03/22,EST,1472.571,9.857,1326539,41589
2021/03/22,FIN,677,1.143,5540718,132849
2021/03/22,FRA,31509.286,264.571,67564251,1964043
2021/03/22,GRC,2364.143,56.286,10423056,224618
2021/03/22,HRV,945,14.429,4105268,64263
2021/03/22,HUN,8063.714,195.429,9660350,667513
2021/03/22,IRL,543.286,7.714,4937796,131879
2021/03/22,ISL,5.143,0,341250,8463
2021/03/22,ITA,23211.857,404.143,60461828,1667418
2021/03/22,LIE,2.857,0.143,38137,1014
2021/03/22,LTU,528,10.857,2722291,89185
2021/03/22,LUX,224.429,3.714,625976,19329
2021/03/22,LVA,518.143,8.429,1886202,19828
2021/03/22,MLT,224.429,2.714,441539,29857
2021/03/22,NLD,6635.143,29.714,17134873,451899
2021/03/22,NOR,961.429,1.286,5421242,99704
2021/03/22,POL,22228.857,308.429,37846605,784767
2021/03/22,PRT,466.429,12.857,10196707,220562
2021/03/22,ROU,5453.857,100.429,19237682,393352
2021/03/22,SVK,1615.714,71.286,5459643,106842
2021/03/22,SVN,819.714,5.429,2078932,59375
2021/03/22,SWE,4535,16.571,10099270,263147
2021/03/23,AUT,3155.857,28,9006400,219941
2021/03/23,BEL,4249.857,27.286,11589616,343164
2021/03/23,BGR,3596.143,104,6948445,67029
2021/03/23,CYP,378.429,0.714,875899,16384
2021/03/23,CZE,8939.429,199.714,10708982,237614
2021/03/23,DEU,13738.143,186.143,83783945,1959246
2021/03/23,DNK,741.286,1.143,5792203,126499
2021/03/23,ESP,4899.286,168.429,46754783,1286048
2021/03/23,EST,1415.429,10,1326539,41589
2021/03/23,FIN,694.571,1,5540718,132849
2021/03/23,FRA,29313.714,248.571,67564251,1964043
2021/03/23,GRC,2651.143,55.143,10423056,224618
2021/03/23,HRV,982.857,15.857,4105268,64263
2021/03/23,HUN,8143,211,9660350,667513
2021/03/23,IRL,545.857,8.286,4937796,131879
2021/03/23,ISL,5,0,341250,8463
2021/03/23,ITA,22978,411.143,60461828,1667418
2021/03/23,LIE,2.714,0,38137,1014
2021/03/23,LTU,558.857,12.143,2722291,89185
2021/03/23,LUX,221.571,4.143,625976,19329
2021/03/23,LVA,498.857,9,1886202,19828
2021/03/23,MLT,192.571,2.571,441539,29857
2021/03/23,NLD,6739.857,32,17134873,451899
2021/03/23,NOR,952.143,1.143,5421242,99704
2021/03/23,POL,22564,311.857,37846605,784767
2021/03/23,PRT,473.571,12.429,10196707,220562
2021/03/23,ROU,5458.286,106.286,19237682,393352
2021/03/23,SVK,1573.286,74.429,5459643,106842
2021/03/23,SVN,828.714,6.286,2078932,59375
2021/03/23,SWE,4720.857,20.429,10099270,263147
2021/03/24,AUT,3149.286,27.857,9006400,219941
2021/03/24,BEL,4421.143,26.571,11589616,343164
2021/03/24,BGR,3621,99.714,6948445,67029
2021/03/24,CYP,365.714,1,875899,16384
2021/03/24,CZE,8502.714,193.714,10708982,237614
2021/03/24,DEU,16031.286,205.857,83783945,1959246
2021/03/24,DNK,343,1.143,5792203,126499
2021/03/24,ESP,4029,135.857,46754783,1286048
2021/03/24,EST,1382.429,11.143,1326539,41589
2021/03/24,FIN,689,0.714,5540718,132849
2021/03/24,FRA,33155.286,271.286,67564251,1964043
2021/03/24,GRC,2594,56.714,10423056,224618
2021/03/24,HRV,1046.571,17,4105268,64263
2021/03/24,HUN,8733.143,218.714,9660350,667513
2021/03/24,IRL,564.143,8.857,4937796,131879
2021/03/24,ISL,7.857,0,341250,8463
2021/03/24,ITA,22721.714,415.286,60461828,1667418
2021/03/24,LIE,2.857,0,38137,1014
2021/03/24,LTU,588.857,11.857,2722291,89185
2021/03/24,LUX,214.143,3.429,625976,19329
2021/03/24,LVA,492.857,8.857,1886202,19828
2021/03/24,MLT,176.857,2.286,441539,29857
2021/03/24,NLD,6993.857,30.286,17134873,451899
2021/03/24,NOR,940.714,1.143,5421242,99704
2021/03/24,POL,23385.286,329.714,37846605,784767
2021/03/24,PRT,459.571,11.857,10196707,220562
2021/03/24,ROU,5451.143,113.143,19237682,393352
2021/03/24,SVK,1442.571,74.714,5459643,106842
2021/03/24,SVN,859.286,6.571,2078932,59375
2021/03/24,SWE,4844.857,18.429,10099270,263147
2021/03/25,AUT,3116,28,9006400,219941
2021/03/25,BEL,4543.857,27.429,11589616,343164
2021/03/25,BGR,3618.143,99.286,6948445,67029
2021/03/25,CYP,357,1,875899,16384
2021/03/25,CZE,8048.857,190.429,10708982,237614
2021/03/25,DEU,15050,181,83783945,1959246
2021/03/25,DNK,347,1.714,5792203,126499
2021/03/25,ESP,5058,215.714,46754783,1286048
2021/03/25,EST,1343.714,11.143,1326539,41589
2021/03/25,FIN,677.857,1.429,5540718,132849
2021/03/25,FRA,34669.429,243.143,67564251,1964043
2021/03/25,GRC,2525,57.714,10423056,224618
2021/03/25,HRV,1114.571,16,4105268,64263
2021/03/25,HUN,9181,228,9660350,667513
2021/03/25,IRL,566,9.286,4937796,131879
2021/03/25,ISL,9.571,0,341250,8463
2021/03/25,ITA,22547.429,420.571,60461828,1667418
2021/03/25,LIE,3.143,0,38137,1014
2021/03/25,LTU,619.286,11.286,2722291,89185
2021/03/25,LUX,218.714,4.429,625976,19329
2021/03/25,LVA,510.571,9,1886202,19828
2021/03/25,MLT,156.714,2.143,441539,29857
2021/03/25,NLD,7233.857,29.143,17134873,451899
2021/03/25,NOR,911.714,1.143,5421242,99704
2021/03/25,POL,24367.571,353.143,37846605,784767
2021/03/25,PRT,450.714,10.143,10196707,220562
2021/03/25,ROU,5519.286,120.286,19237682,393352
2021/03/25,SVK,1387.429,71.286,5459643,106842
2021/03/25,SVN,887,6.714,2078932,59375
2021/03/25,SWE,5021.857,19.571,10099270,263147
2021/03/26,AUT,3170.286,25.143,9006400,219941
2021/03/26,BEL,4684.286,28.857,11589616,343164
2021/03/26,BGR,3613.429,95.571,6948445,67029
2021/03/26,CYP,356.571,1,875899,16384
2021/03/26,CZE,7658.714,186.857,10708982,237614
2021/03/26,DEU,15794.714,174.286,83783945,1959246
2021/03/26,DNK,339.286,2,5792203,126499
2021/03/26,ESP,6141.714,300,46754783,1286048
2021/03/26,EST,1258.143,11.143,1326539,41589
2021/03/26,FIN,641,1.714,5540718,132849
2021/03/26,FRA,35622.714,330.571,67564251,1964043
2021/03/26,GRC,2339.857,56.143,10423056,224618
2021/03/26,HRV,1213.143,15.857,4105268,64263
2021/03/26,HUN,9253.286,236.857,9660350,667513
2021/03/26,IRL,574.429,10.714,4937796,131879
2021/03/26,ISL,9.429,0,341250,8463
2021/03/26,ITA,22314.429,430.714,60461828,1667418
2021/03/26,LIE,3.286,0,38137,1014
2021/03/26,LTU,661.143,11,2722291,89185
2021/03/26,LUX,215.714,3.429,625976,19329
2021/03/26,LVA,512.857,8,1886202,19828
2021/03/26,MLT,145.857,2.571,441539,29857
2021/03/26,NLD,7300,26,17134873,451899
2021/03/26,NOR,923.571,1.143,5421242,99704
2021/03/26,POL,25674.571,356.857,37846605,784767
2021/03/26,PRT,439.286,9.286,10196707,220562
2021/03/26,ROU,5651.143,116.429,19237682,393352
2021/03/26,SVK,1329.286,68.429,5459643,106842
2021/03/26,SVN,900.429,6.714,2078932,59375
2021/03/26,SWE,5106.571,20,10099270,263147
2021/03/27,AUT,3192.286,25.571,9006400,219941
2021/03/27,BEL,5446,31.429,11589616,343164
2021/03/27,BGR,3612.857,97.714,6948445,67029
2021/03/27,CYP,346.143,1.143,875899,16384
2021/03/27,CZE,7373.571,178.286,10708982,237614
2021/03/27,DEU,16241.714,172.714,83783945,1959246
2021/03/27,DNK,314.429,2,5792203,126499
2021/03/27,ESP,6141.714,300,46754783,1286048
2021/03/27,EST,1244.286,11.429,1326539,41589
2021/03/27,FIN,631.714,1.714,5540718,132849
2021/03/27,FRA,36664.857,332.571,67564251,1964043
2021/03/27,GRC,2425.571,57.857,10423056,224618
2021/03/27,HRV,1299.429,17,4105268,64263
2021/03/27,HUN,9115.429,240.571,9660350,667513
2021/03/27,IRL,586.571,9.714,4937796,131879
2021/03/27,ISL,9.429,0,341250,8463
2021/03/27,ITA,22303.143,427.714,60461828,1667418
2021/03/27,LIE,3.143,0,38137,1014
2021/03/27,LTU,685.286,10.714,2722291,89185
2021/03/27,LUX,215.714,3.429,625976,19329
2021/03/27,LVA,509.571,7.286,1886202,19828
2021/03/27,MLT,129.143,2.286,441539,29857
2021/03/27,NLD,7490.714,28.143,17134873,451899
2021/03/27,NOR,872.429,1.143,5421242,99704
2021/03/27,POL,26432.143,370.571,37846605,784767
2021/03/27,PRT,423.143,9.286,10196707,220562
2021/03/27,ROU,5618.714,123.571,19237682,393352
2021/03/27,SVK,1291.571,64,5459643,106842
2021/03/27,SVN,933,6.286,2078932,59375
2021/03/27,SWE,5106.571,20,10099270,263147
2021/03/28,AUT,3187.429,26,9006400,219941
2021/03/28,BEL,4821.571,27.143,11589616,343164
2021/03/28,BGR,3618.571,98.714,6948445,67029
2021/03/28,CYP,344.714,1.286,875899,16384
2021/03/28,CZE,6497.429,172.429,10708982,237614
2021/03/28,DEU,16378.714,171.857,83783945,1959246
2021/03/28,DNK,358.286,2,5792203,126499
2021/03/28,ESP,6141.714,300,46754783,1286048
2021/03/28,EST,1175.571,11.571,1326539,41589
2021/03/28,FIN,622.857,1.714,5540718,132849
2021/03/28,FRA,37584,331.571,67564251,1964043
2021/03/28,GRC,2415.143,59.714,10423056,224618
2021/03/28,HRV,1369,17.143,4105268,64263
2021/03/28,HUN,8895,244.286,9660350,667513
2021/03/28,IRL,563.143,11.286,4937796,131879
2021/03/28,ISL,9.429,0,341250,8463
2021/03/28,ITA,22240.143,427.286,60461828,1667418
2021/03/28,LIE,4.286,0,38137,1014
2021/03/28,LTU,704.286,10.714,2722291,89185
2021/03/28,LUX,215.714,3.429,625976,19329
2021/03/28,LVA,518.714,7.429,1886202,19828
2021/03/28,MLT,106.714,2.143,441539,29857
2021/03/28,NLD,7567.143,28,17134873,451899
2021/03/28,NOR,887.286,1.143,5421242,99704
2021/03/28,POL,27491.571,369.143,37846605,784767
2021/03/28,PRT,411,9.857,10196707,220562
2021/03/28,ROU,5643.286,129.429,19237682,393352
2021/03/28,SVK,1291.571,64.571,5459643,106842
2021/03/28,SVN,950.286,6.571,2078932,59375
2021/03/28,SWE,5106.571,20,10099270,263147
2021/03/29,AUT,3282.286,26.571,9006400,346637
2021/03/29,BEL,4814,27.571,11589616,438816
2021/03/29,BGR,3622.857,103.571,6948445,69093
2021/03/29,CYP,337.571,1.286,875899,23779
2021/03/29,CZE,7062.714,175.143,10708982,286425
2021/03/29,DEU,16669.571,161.429,83783945,3289933
2021/03/29,DNK,273.571,1.857,5792203,149734
2021/03/29,ESP,6003.143,236.571,46754783,1993720
2021/03/29,EST,1117.143,11.714,1326539,41989
2021/03/29,FIN,621.714,2,5540718,172921
2021/03/29,FRA,36626.429,334,67564251,2112609
2021/03/29,GRC,2417.857,59.143,10423056,337538
2021/03/29,HRV,1390.429,17.857,4105268,66414
2021/03/29,HUN,8640.286,244.286,9660350,840114
2021/03/29,IRL,565.571,11.286,4937796,127356
2021/03/29,ISL,9.143,0,341250,14589
2021/03/29,ITA,20582.857,431.714,60461828,1931665
2021/03/29,LIE,4.571,0,38137,910
2021/03/29,LTU,717.857,10.571,2722291,107649
2021/03/29,LUX,225.143,3.143,625976,24409
2021/03/29,LVA,517.286,7.857,1886202,29554
2021/03/29,MLT,88.429,2.143,441539,28712
2021/03/29,NLD,7653.143,27.714,17134873,639336
2021/03/29,NOR,872,1.571,5421242,174545
2021/03/29,POL,27833.571,366.714,37846605,1024189
2021/03/29,PRT,419.714,8.429,10196707,307481
2021/03/29,ROU,5655,138,19237682,392891
2021/03/29,SVK,1263.571,62.571,5459643,135048
2021/03/29,SVN,949.857,6.857,2078932,55229
2021/03/29,SWE,5106.571,20,10099270,338207
2021/03/30,AUT,3223.143,26.714,9006400,346637
2021/03/30,BEL,4866.714,29,11589616,438816
2021/03/30,BGR,3669.286,108.714,6948445,69093
2021/03/30,CYP,348.143,1.429,875899,23779
2021/03/30,CZE,6875.714,166.714,10708982,286425
2021/03/30,DEU,17057,162,83783945,3289933
2021/03/30,DNK,410.143,2,5792203,149734
2021/03/30,ESP,5928.571,223,46754783,1993720
2021/03/30,EST,1137.143,12.429,1326539,41989
2021/03/30,FIN,590.286,2.571,5540718,172921
2021/03/30,FRA,38915.286,347.286,67564251,2112609
2021/03/30,GRC,2532.857,62.143,10423056,337538
2021/03/30,HRV,1466.286,17.143,4105268,66414
2021/03/30,HUN,8515.714,247.429,9660350,840114
2021/03/30,IRL,565.714,10.143,4937796,127356
2021/03/30,ISL,10.286,0,341250,14589
2021/03/30,ITA,20199.429,428.571,60461828,1931665
2021/03/30,LIE,4.286,0,38137,910
2021/03/30,LTU,716.286,9.286,2722291,107649
2021/03/30,LUX,227.571,2.429,625976,24409
2021/03/30,LVA,519.857,7.571,1886202,29554
2021/03/30,MLT,83.429,2.143,441539,28712
2021/03/30,NLD,7691.286,26,17134873,639336
2021/03/30,NOR,869.714,1.714,5421242,174545
2021/03/30,POL,28422.429,375.857,37846605,1024189
2021/03/30,PRT,413.143,7.286,10196707,307481
2021/03/30,ROU,5662.857,138.143,19237682,392891
2021/03/30,SVK,1254.143,62,5459643,135048
2021/03/30,SVN,963.857,7.857,2078932,55229
2021/03/30,SWE,5444.286,16.429,10099270,338207
2021/03/31,AUT,3280,26.857,9006400,346637
2021/03/31,BEL,4766.143,32.857,11589616,438816
2021/03/31,BGR,3645.286,112,6948445,69093
2021/03/31,CYP,368.286,1.143,875899,23779
2021/03/31,CZE,6546,166.143,10708982,286425
2021/03/31,DEU,17236.571,157.857,83783945,3289933
2021/03/31,DNK,796.143,2.143,5792203,149734
2021/03/31,ESP,7147.714,245,46754783,1993720
2021/03/31,EST,1059.429,11.286,1326539,41989
2021/03/31,FIN,562.286,5,5540718,172921
2021/03/31,FRA,38009.857,355.429,67564251,2112609
2021/03/31,GRC,2612,63.429,10423056,337538
2021/03/31,HRV,1570.857,17,4105268,66414
2021/03/31,HUN,8389,255,9660350,840114
2021/03/31,IRL,527.143,8.429,4937796,127356
2021/03/31,ISL,8.714,0,341250,14589
2021/03/31,ITA,20576.714,429.571,60461828,1931665
2021/03/31,LIE,4.857,0,38137,910
2021/03/31,LTU,729.714,9.143,2722291,107649
2021/03/31,LUX,247.857,2.571,625976,24409
2021/03/31,LVA,499,6.857,1886202,29554
2021/03/31,MLT,74.714,2.143,441539,28712
2021/03/31,NLD,7734.571,25.571,17134873,639336
2021/03/31,NOR,853.571,2.429,5421242,174545
2021/03/31,POL,28720.857,386.429,37846605,1024189
2021/03/31,PRT,419.286,6.143,10196707,307481
2021/03/31,ROU,5665.714,137,19237682,392891
2021/03/31,SVK,1236.714,65.429,5459643,135048
2021/03/31,SVN,1002,7.571,2078932,55229
2021/03/31,SWE,5557.429,15.429,10099270,338207
2021/04/01,AUT,3314.143,27.143,9006400,346637
2021/04/01,BEL,4758.857,32.714,11589616,438816
2021/04/01,BGR,3603.286,114.429,6948445,69093
2021/04/01,CYP,366.143,1.714,875899,23779
2021/04/01,CZE,6322.286,162.286,10708982,286425
2021/04/01,DEU,17387.857,164.857,83783945,3289933
2021/04/01,DNK,774.429,2,5792203,149734
2021/04/01,ESP,6236.571,160.143,46754783,1993720
2021/04/01,EST,973.714,10.286,1326539,41989
2021/04/01,FIN,552,4.429,5540718,172921
2021/04/01,FRA,38731.429,367.286,67564251,2112609
2021/04/01,GRC,2740,65.571,10423056,337538
2021/04/01,HRV,1677.857,18.429,4105268,66414
2021/04/01,HUN,8339.143,253,9660350,840114
2021/04/01,IRL,548.857,10.571,4937796,127356
2021/04/01,ISL,6.714,0,341250,14589
2021/04/01,ITA,20362.857,435.429,60461828,1931665
2021/04/01,LIE,4.714,0,38137,910
2021/04/01,LTU,743,8.857,2722291,107649
2021/04/01,LUX,239.429,1.857,625976,24409
2021/04/01,LVA,503.571,7,1886202,29554
2021/04/01,MLT,67.571,2.286,441539,28712
2021/04/01,NLD,7777.857,25.286,17134873,639336
2021/04/01,NOR,833.571,2.429,5421242,174545
2021/04/01,POL,28878.429,400.714,37846605,1024189
2021/04/01,PRT,443.429,6.429,10196707,307481
2021/04/01,ROU,5589.143,136.429,19237682,392891
2021/04/01,SVK,1186.714,68.143,5459643,135048
2021/04/01,SVN,1026.571,8,2078932,55229
2021/04/01,SWE,5643,17.857,10099270,338207
2021/04/02,AUT,3205.857,28.143,9006400,346637
2021/04/02,BEL,4550.571,33,11589616,438816
2021/04/02,BGR,3586.714,119.571,6948445,69093
2021/04/02,CYP,415.286,1.857,875899,23779
2021/04/02,CZE,6079.714,160.857,10708982,286425
2021/04/02,DEU,16722.714,158.857,83783945,3289933
2021/04/02,DNK,762.857,1.857,5792203,149734
2021/04/02,ESP,5152.857,75.857,46754783,1993720
2021/04/02,EST,975.857,10.714,1326539,41989
2021/04/02,FIN,559.714,4.143,5540718,172921
2021/04/02,FRA,39418.143,286.571,67564251,2112609
2021/04/02,GRC,2967.429,68.286,10423056,337538
2021/04/02,HRV,1757.857,20.286,4105268,66414
2021/04/02,HUN,8023.429,251.857,9660350,840114
2021/04/02,IRL,551.429,8.857,4937796,127356
2021/04/02,ISL,6,0,341250,14589
2021/04/02,ITA,20054.429,438.857,60461828,1931665
2021/04/02,LIE,4.714,0,38137,910
2021/04/02,LTU,741.286,9.286,2722291,107649
2021/04/02,LUX,234.286,1.714,625976,24409
2021/04/02,LVA,496.286,7.857,1886202,29554
2021/04/02,MLT,58.857,1.857,441539,28712
2021/04/02,NLD,7721.714,24.571,17134873,639336
2021/04/02,NOR,771.857,2.429,5421242,174545
2021/04/02,POL,28220.714,408.571,37846605,1024189
2021/04/02,PRT,452,7,10196707,307481
2021/04/02,ROU,5488,140.571,19237682,392891
2021/04/02,SVK,1202.857,72,5459643,135048
2021/04/02,SVN,1047,7.857,2078932,55229
2021/04/02,SWE,4739,13.714,10099270,338207
2021/04/03,AUT,3175.143,29,9006400,346637
2021/04/03,BEL,4487.286,37.143,11589616,438816
2021/04/03,BGR,3498.429,122.429,6948445,69093
2021/04/03,CYP,425.286,1.571,875899,23779
2021/04/03,CZE,5530.429,155.571,10708982,286425
2021/04/03,DEU,14729.143,156.429,83783945,3289933
2021/04/03,DNK,809.857,2.143,5792203,149734
2021/04/03,ESP,6520.143,98.286,46754783,1993720
2021/04/03,EST,885.571,10.143,1326539,41989
2021/04/03,FIN,507,4.143,5540718,172921
2021/04/03,FRA,33340.143,259.429,67564251,2112609
2021/04/03,GRC,2981.286,68,10423056,337538
2021/04/03,HRV,1821.286,21.857,4105268,66414
2021/04/03,HUN,7804.857,250.286,9660350,840114
2021/04/03,IRL,536.857,8.857,4937796,127356
2021/04/03,ISL,8.857,0,341250,14589
2021/04/03,ITA,19684.857,438.286,60461828,1931665
2021/04/03,LIE,4.286,0,38137,910
2021/04/03,LTU,775.857,9,2722291,107649
2021/04/03,LUX,234.286,1.714,625976,24409
2021/04/03,LVA,450.143,7.286,1886202,29554
2021/04/03,MLT,54.429,1.714,441539,28712
2021/04/03,NLD,7575.857,24.857,17134873,639336
2021/04/03,NOR,804.714,2.429,5421242,174545
2021/04/03,POL,27694.143,426.286,37846605,1024189
2021/04/03,PRT,442.857,6.857,10196707,307481
2021/04/03,ROU,5435,139.429,19237682,392891
2021/04/03,SVK,1091,74.571,5459643,135048
2021/04/03,SVN,1054.286,8.143,2078932,55229
2021/04/03,SWE,4739,13.714,10099270,338207
2021/04/04,AUT,3184.286,27.571,9006400,346637
2021/04/04,BEL,4319.857,38.857,11589616,438816
2021/04/04,BGR,3463.714,125.571,6948445,69093
2021/04/04,CYP,440.286,1.286,875899,23779
2021/04/04,CZE,5266.714,153,10708982,286425
2021/04/04,DEU,15953.857,157.286,83783945,3289933
2021/04/04,DNK,757.857,2.143,5792203,149734
2021/04/04,ESP,6520.143,98.286,46754783,1993720
2021/04/04,EST,824.143,10.429,1326539,41989
2021/04/04,FIN,484.714,4.143,5540718,172921
2021/04/04,FRA,39569.857,293.429,67564251,2112609
2021/04/04,GRC,3054.714,71.429,10423056,337538
2021/04/04,HRV,1829.143,23.571,4105268,66414
2021/04/04,HUN,7445.429,249,9660350,840114
2021/04/04,IRL,515.286,7.429,4937796,127356
2021/04/04,ISL,8.857,0,341250,14589
2021/04/04,ITA,19458.143,442.429,60461828,1931665
2021/04/04,LIE,3.857,0,38137,910
2021/04/04,LTU,809.429,8.429,2722291,107649
2021/04/04,LUX,234.286,1.714,625976,24409
2021/04/04,LVA,437.857,7.571,1886202,29554
2021/04/04,MLT,49.714,1.571,441539,28712
2021/04/04,NLD,7491.571,26.143,17134873,639336
2021/04/04,NOR,789.429,2.429,5421242,174545
2021/04/04,POL,26793,436.714,37846605,1024189
2021/04/04,PRT,418.286,6,10196707,307481
2021/04/04,ROU,5393.857,136.571,19237682,392891
2021/04/04,SVK,1047.429,75.571,5459643,135048
2021/04/04,SVN,1066.143,8.143,2078932,55229
2021/04/04,SWE,4739,13.714,10099270,338207
2021/04/05,AUT,3061.571,29.571,9006400,364509
2021/04/05,BEL,4289.714,40.143,11589616,489820
2021/04/05,BGR,3372.714,124.714,6948445,65782
2021/04/05,CYP,469.571,1.143,875899,25196
2021/04/05,CZE,5292.571,145.857,10708982,374155
2021/04/05,DEU,15337.143,142.429,83783945,3660830
2021/04/05,DNK,729.286,2.143,5792203,244888
2021/04/05,ESP,5785.714,83.429,46754783,1987561
2021/04/05,EST,795.286,10.143,1326539,48632
2021/04/05,FIN,473.143,3.429,5540718,233014
2021/04/05,FRA,39810.857,270.143,67564251,2534574
2021/04/05,GRC,3074.571,72.571,10423056,321870
2021/04/05,HRV,1806,24.571,4105268,105689
2021/04/05,HUN,6961.286,252.429,9660350,533935
2021/04/05,IRL,484,7.286,4937796,145331
2021/04/05,ISL,6,0,341250,10980
2021/04/05,ITA,19141,425.143,60461828,2181122
2021/04/05,LIE,4.714,0,38137,1446
2021/04/05,LTU,835.286,7.857,2722291,99308
2021/04/05,LUX,147.429,1.286,625976,33817
2021/04/05,LVA,431,7.286,1886202,31707
2021/04/05,MLT,48.714,1.571,441539,38524
2021/04/05,NLD,7291.571,25.857,17134873,793819
2021/04/05,NOR,730,2.286,5421242,195111
2021/04/05,POL,25785.571,439,37846605,1192158
2021/04/05,PRT,396.857,6,10196707,476343
2021/04/05,ROU,5363.286,136.571,19237682,534018
2021/04/05,SVK,1040.714,78.857,5459643,153572
2021/04/05,SVN,1065.571,8.286,2078932,58072
2021/04/05,SWE,4739,13.714,10099270,473288
2021/04/06,AUT,2909.286,29.857,9006400,364509
2021/04/06,BEL,3975.857,40.143,11589616,489820
2021/04/06,BGR,2633.286,102.571,6948445,65782
2021/04/06,CYP,486.714,1.143,875899,25196
2021/04/06,CZE,4511,135.286,10708982,374155
2021/04/06,DEU,13038.857,122.286,83783945,3660830
2021/04/06,DNK,630.714,2.143,5792203,244888
2021/04/06,ESP,6018.429,86.571,46754783,1987561
2021/04/06,EST,752,9.714,1326539,48632
2021/04/06,FIN,460.429,4.857,5540718,233014
2021/04/06,FRA,36573,276.571,67564251,2534574
2021/04/06,GRC,3070.429,73.571,10423056,321870
2021/04/06,HRV,1698.571,26.429,4105268,105689
2021/04/06,HUN,6572.857,237.571,9660350,533935
2021/04/06,IRL,494.714,6.571,4937796,145331
2021/04/06,ISL,6.714,0,341250,10980
2021/04/06,ITA,17956.429,409.714,60461828,2181122
2021/04/06,LIE,4.714,0,38137,1446
2021/04/06,LTU,812,8.143,2722291,99308
2021/04/06,LUX,195.714,2.571,625976,33817
2021/04/06,LVA,400,6.286,1886202,31707
2021/04/06,MLT,50,1.286,441539,38524
2021/04/06,NLD,7246.714,24.143,17134873,793819
2021/04/06,NOR,705.857,2.286,5421242,195111
2021/04/06,POL,23983.286,381.857,37846605,1192158
2021/04/06,PRT,466.286,6,10196707,476343
2021/04/06,ROU,5224.286,139.571,19237682,534018
2021/04/06,SVK,914.714,67.143,5459643,153572
